,cleaned_tweet,label
8952,erica desperate bragging bout flawging scrapy eating pussy wow baby daddy dumb bitch sure gave dome well,1
8953,errrnigga tryna fuck next nigga bitch knowin bitch next nigga bitch,1
8954,esp bitch leftover always hyping nigga made pick another ugly nigga put top,1
8955,especially dem souf niccas dat shit outrageous,1
8956,especially wee cunt walk tensing time lol sup wae shit foot fuck tank motherfucking arse,1
8957,european tastetest america white trash snack hilarious ish,1
8958,evan williams wit find bitch minaj,1
8959,evan buy polo eat pussy till receipt expire,1
8960,even humming bird like stuff,2
8961,even bitch bad attitude bumpin tune high maintenance,1
8962,even gtta sittn bitch house,1
8963,even liberal humiliated charlie rangels claim gop back slavery hot air,2
8964,even mom know dont fuck ghetto people,1
8965,even bird think waking early thing bunk,2
8966,even young kardashians hoe lol,1
8967,even pretty bitch mad self conscious instagram pic dont get enuff love get,1
8968,even know bitch,1
8969,even though lil wayne music turned trash ceiling human always favorite,2
8970,ever leave around bitch ima get stoned,1
8971,ever pop bag chip bitch bust open end facing fuckin floor,1
8972,every psychology class annoying cunt relates everything add parent got divorced,1
8973,every bitch love bank account overdraft,1
8974,every bitch born break man,1
8975,every character trash theyre trash purpose dont get dont get joke,2
8976,every chick say bad bitch,1
8977,every day wake celebrating dodged bullet crazy bitch,1
8978,every good story start bitch lol,1
8979,every gook deported killed,0
8980,every halfbreed cop america trying rape white woman,1
8981,every nigga make female act like bitch,1
8982,every nigga tryna fuck next nigga bitch knowing bitch next nigga bitch,1
8983,every nigga tryna fuck next nigga bitch knowing bitch next nigga bitch,1
8984,every nigga trynna fuc next nigga bitch knowing bitch next nigga bitch,1
8985,every one would adding collection hoe,1
8986,every pussy feel like aint get enough,1
8987,every real nicca need real bitch,1
8988,every slant deported scum right chinatown bulldozed,0
8989,every spic cop raped thought raping white woman thats halfbreeds get job pig,0
8990,every spic cop loyal,0
8991,every spic cop killed pig got job get even white people never anything,0
8992,every time fuck got hit least like two bitch,1
8993,every time play patapon game hear ushishi theme think beatboxing monkey get uppa,2
8994,every time posted using phone macys employee wan scare bitch,1
8995,every time mom call bitch something lol,1
8996,everybody everybody everybody everybody sit bitch listen true motherfuckin told kendrick lamar roll crash,1
8997,everybody bout fuck fat bitch,1
8998,everybody fucking everybody bitch everybody shit thats life,1
8999,everybody got foreign bitch foreign car,1
9000,everybody got say everybody hate ask every bitch gay,1
9001,everybody bitch house,1
9002,everybody love pot brownie bring crystal meth cupcake party suddenly weirdo,2
9003,everybody thats still facebook ghetto pregnant idc,1
9004,everyday wake got different bitch,1
9005,everyday wake celebrating dodged bullet crazy bitch,1
9006,everyone need stop bitchin jeter youre witnessing last week baseball greatest player wear yankee uniform,1
9007,everyone call like wassup like wassup niggah,0
9008,everyone talking lebron james voice eating cream filling oreo,2
9009,everyone liked evil pussy fuck compassion,1
9010,everyone staring like whats bitch,1
9011,everyone tell exact thing wont listen coon,0
9012,everyone say queer,1
9013,everyone think person like look mole dont understand like colored hair big difference,2
9014,everyone north getting pregnant glad bitch moved,1
9015,everything dont deserve reaction dont think something jumpno bitch focused money sad,1
9016,everytime clean room mom tell bitch coming time lmao dick,1
9017,everytime fuck got hit least two bitch,1
9018,everytime aint never wit new bitch,1
9019,everywhere look see hillbilly deluxe big timin small town,2
9020,hate ratchet hoe post stranger danger,1
9021,wtf lol lmfaooooo lmfaooooooooo bitch goin gay,1
9022,ewh bitch look like inbred,1
9023,,1
9024,except used super tan yellowpale lol,2
9025,except dat hazel nigga think dem hoe lahhh regulari know hit,1
9026,excuse here nose found business hoe,1
9027,swear better see next bitch,1
9028,experience charlie married woman love hot phone sex stranger get,1
9029,experience charlie married woman love hot phone sex stranger get,1
9030,experience charlie married woman love hot phone sex stranger get,2
9031,extra hard hoe,1
9032,eyebrow like wall street home yall bitch wilding pencil,1
9033,consistently one marvel worst property ultimate good entire ultimate universe trash,2
9034,fuck talkin like guy asks number say ugly bitch say,1
9035,fuck yall faggot next,1
9036,fuck youre fucking lowlife piece trash,1
9037,fucking walk bronx,1
9038,fwm twitter got dat dude,1
9039,face bitch could love,1
9040,facebook fag,1
9041,facebook birdsim,2
9042,fact bitch sometimes,1
9043,faded swear god faded bitch educated client pay payment,1
9044,faggot bitch nigga,0
9045,fairy tale hat free crochet pattern child adult,2
9046,fairy tale world lmao,2
9047,fake hoe around,1
9048,fake people thats dont respect frontin bitch,1
9049,fake niccas aint far dog right face,1
9050,fake tit hoe guess twitpic halloween costume,2
9051,fall pussy like quick sand,1
9052,false start bitch,1
9053,fam telling bitch youre sterile hit raw gtgtgtgtgtgt,1
9054,famous woman biggest hoe,1
9055,fantasy squad trash,2
9056,fat trel niggah,1
9057,fat hoe holding machine,0
9058,fat inbred redneck like paula deen breed going extinct mean look woman would hate scale,0
9059,fat bitch,1
9060,fat bitch twitter name princesscookieneckbackcrack lmaoo,1
9061,fat bitch got picture,1
9062,fat bitch need love ill fuck,1
9063,fat fucking funky nasty hoe,0
9064,fat hoe twitter calling barbies bitch aint damn barbie damn care bear,1
9065,faux noise pundit dont like duck molester proslavery racist darling phil robertson either,0
9066,faux noise pundit dont like duck molester proslavery racist homophobic teabagger darling phil robertson either,0
9067,fck dem old hoe double entree,1
9068,fear bitch,1
9069,fear queer,1
9070,feb record setting day word faggot apparently,1
9071,fed real hoe boy,1
9072,feeeeeling tuna feelliiiing cunt,1
9073,feel like bitch calling cop people rather bitch jail someone get hit wreck less driver,1
9074,feel like aint let warm eat pussy half hour got goin nut,1
9075,feelin like bitch want feelin like hoe bitch want,1
9076,fell asleep woke weird staring never seen beaner sleep,1
9077,female jihadis european amp american grave danger joe america,2
9078,female act like never seen nicca raise kid reaction make laugh every time,1
9079,female always tryna make nigga feel bad shit like bitch ima smoke weed happy day,1
9080,female damn near naked wondering niccas jus wan fuk lol,1
9081,female never understand guy dont give female dont like liking stop trippin dont know hoe,1
9082,female dirty bro real talk got play bitch day dont still gon,1
9083,female talk niccas point female tip,1
9084,female use breast cancer awareness month excuse hoe social site smh knowing damn well know nothing shit,1
9085,feminist aka bitch,0
9086,fenkell bitch,1
9087,ferrari addiction bitch wonderful thing,1
9088,instagram like bitch swear dat,1
9089,fight cuz theyre trash many cent corn dog order today,1
9090,fight den hoe,1
9091,fight tubby bitch ill fight anyone,1
9092,fight night tonight cotto smack pompous cunt front million,1
9093,fighting internet like competing special olympics even win youre still retarded,1
9094,figure ofay like see family pitcher,2
9095,finally back behind stick visit bitch,1
9096,finally done wif mock regent,2
9097,finally got updated pic angel wing colored,2
9098,finally got medicine cracker,2
9099,finally running game everybody trippin ion give fuck got bitch drippin,1
9100,find waldo escape bitch,1
9101,find big butt bitch somewhere get nut kissed,1
9102,find push stair accident throw water floor shit kick bitch,1
9103,finding cheap craigslist need new tranny,2
9104,fine ill settle oreo milkshake,2
9105,fine fat bitch,1
9106,fine chick lap dance always trash,2
9107,fine hoe,1
9108,finished yankeeography still hate arizona dbacks winning yankee shoulda,2
9109,finna favorite last tweet niccas kno knew wassup,1
9110,finna get cause bitch coming wrong,1
9111,fire bitch,1
9112,fireball turned cool liquor used sponsored byto drink pussy country dude hear song,1
9113,first best drunkest yankee game ever,2
9114,first chick bring hashbrowns waffle house right get pussy ate,1
9115,first game first play dat fuck bitch,1
9116,first jig night,2
9117,first key club trash pick freshman,2
9118,first type bitch,1
9119,first fuck bitch amp click claim,1
9120,first white bitch wan ask extra question amp shit amp lil bitch everything skinny,1
9121,first thing hit lotto buying two fat bitch watching eat one sitting,0
9122,first thing wit next minute like hoe clipper,1
9123,fitted girbuad strap bitch would raw hell,1
9124,fitzpatrick trash bruh,2
9125,fizz whole hoe outchea see would walking,1
9126,flabby bird sound turrible lol ill stick watching paint dry,2
9127,flag bitch ghat damn night well playing flag shit,1
9128,flaming faggot publicly state want everything handed like fuck dude get bottom something,0
9129,flappy bird instead studying sound great,2
9130,flappy bird gon death,2
9131,flappy bird bull,2
9132,flappy bird stress,2
9133,flashin money bitch nail done,1
9134,flaw bitch flaw bitch everywhere,1
9135,flight liberia rerouted ferguson bird stone,2
9136,flipping back forth playoff baseball trainwreck formerly known new york jet,2
9137,flo bad bitch,1
9138,floppy bird chalmers taking hero lebron,2
9139,floyd please deliver temptation wish bitch would hurry thee fuck surfboard bed,1
9140,fluffy retard homeboy calling baby rattlesnake friend kissing baby rattler kill man,1
9141,fly bitch aladdin rug,1
9142,fly nicca parachute,1
9143,foles san fran eli redskin,2
9144,foley abduction linked british jihadi kidnapping ring,2
9145,follow nicca imhollywoodjay,1
9146,follow nicca imyungjay,1
9147,follow bitch tho inkkofrosess,1
9148,follow back bitch,1
9149,follow nigga cgbugatti niggaz hated flagged possibly fucked bitch thats yall,1
9150,football thing got bae dont got hoe come time start focusing something thats real,1
9151,faggot nigga cry people talk kick certainly make lot fucking shoe comment thats yall man smfh,1
9152,last hour getting stomach tattooed felt like going puke god damnit,1
9153,know nigga rapist yall hoe dumb melt,0
9154,hoe know could zetti,1
9155,psychology bitch period chill,1
9156,every hoe there nigga tryna save make turn good womanshe jus keep ignoring text,1
9157,every thirst dog lie thirsty bitch,1
9158,guy bros hoe girl chick dick whoever back fake people day,1
9159,instancenikki said bet wont fight said bet said bet whipped quick uturn whooped went jail,1
9160,reason always assume guy act like truck tiny dick haha,1
9161,bold people confrontation seems make bitch alot,1
9162,wondering dhs buying ammo know charlie manson race war start,2
9163,bitch nigga,1
9164,forget resting bitch face next hot new trend resting drunk face,1
9165,forgiato fest dallas year fuck yeah bitch,1
9166,forgot good nhl bad pussy wont buy scared get fuckin scraped,1
9167,former towie star charlie king come inspiring congrats welcome family,2
9168,forreal forreal would let founder capcom fuck bitch made street fighter marvel capcom,1
9169,forte trucked dude hoe lol,1
9170,foto imapython bieg albino sea turtle think mean soul ocean,2
9171,foto mimiblargh pls consider kingdom birbs guess bird,2
9172,four hors back iphone haha joke,2
9173,frankie twat,1
9174,freak hoe,1
9175,freak hoe got several,1
9176,freaky bitch eat dick playing madden,1
9177,freaky bitch,1
9178,fredo bitch nigga nigga fire shot pop didnt get cuz dropped gun smh,0
9179,free iiive nigga let dog moma said pussy cat inside dog house,1
9180,free ballout lil bitch,1
9181,free bird,2
9182,free bird lol,2
9183,free bitch stay used hol cdfu,1
9184,free lee bitch,1
9185,free lil bitch wait,1
9186,free love amp sexual liberation seemed dawn lot consequence free pussy negro always forgetting history,1
9187,free brother turt bitch,1
9188,free niggah,1
9189,free pattern adorable crochet border butterfly ladybug flower bumblebee hat edging trim,2
